mmsi,timestamp,lat,lon,sog,cog,heading,nav_status,restricted_area_flag,label,anomaly_type
100000001,2025-10-02T09:23:00Z,42.67159,5.095239,2.117,333.69,336.39,under_way,0,0,normal
100000001,2025-10-02T09:24:00Z,42.672409,5.095309,1.753,337.96,339.87,under_way,0,0,normal
100000001,2025-10-02T09:25:00Z,42.672852,5.095331,1.243,335.79,337.61,under_way,0,0,normal
100000001,2025-10-02T09:26:00Z,42.67341,5.094837,1.502,338.34,335.09,under_way,0,0,normal
100000001,2025-10-02T09:27:00Z,42.673893,5.094805,2.003,338.95,340.06,under_way,0,0,normal
100000001,2025-10-02T09:28:00Z,42.67413,5.094642,1.3,334.75,330.03,under_way,0,0,normal
100000001,2025-10-02T09:29:00Z,42.674059,5.093953,1.653,331.02,334.22,under_way,0,0,normal
100000001,2025-10-02T09:30:00Z,42.675037,5.093822,1.494,337.55,329.18,under_way,0,0,normal
100000001,2025-10-02T09:31:00Z,42.675759,5.093518,2.089,333.38,329.87,under_way,0,0,normal
100000001,2025-10-02T09:32:00Z,42.675186,5.093193,1.669,333.14,335.38,under_way,0,0,normal
100000001,2025-10-02T09:33:00Z,42.67627,5.093265,2.028,333.17,332.73,under_way,0,0,normal
100000001,2025-10-02T09:34:00Z,42.676568,5.092845,1.428,327.73,332.07,under_way,0,0,normal
100000001,2025-10-02T09:35:00Z,42.676935,5.092721,1.612,330.66,328.65,under_way,0,0,normal
100000001,2025-10-02T09:36:00Z,42.677186,5.092501,1.452,329.78,328.91,under_way,0,0,normal
100000001,2025-10-02T09:37:00Z,42.67734,5.091851,2.115,330.5,334.58,under_way,0,0,normal
100000001,2025-10-02T09:38:00Z,42.678122,5.091316,2.179,334.89,336.9,under_way,0,0,normal
100000001,2025-10-02T09:39:00Z,42.678384,5.090835,1.561,331.65,327.14,under_way,0,0,normal
100000001,2025-10-02T09:40:00Z,42.679075,5.090752,2.154,328.49,333.23,under_way,0,0,normal
100000001,2025-10-02T09:41:00Z,42.680364,5.090209,1.877,329.98,329.86,under_way,0,0,normal
100000001,2025-10-02T09:42:00Z,42.679928,5.089817,2.032,331.54,337.06,under_way,0,0,normal
100000001,2025-10-02T09:43:00Z,42.681109,5.089524,1.848,331.23,335.02,under_way,0,0,normal
100000001,2025-10-02T09:44:00Z,42.680837,5.088945,1.861,333.06,335.18,under_way,0,0,normal
100000001,2025-10-02T09:45:00Z,42.681921,5.089784,1.833,332.51,334.43,under_way,0,0,normal
100000001,2025-10-02T09:46:00Z,42.681979,5.088881,2.345,337.08,337.37,under_way,0,0,normal
100000001,2025-10-02T09:47:00Z,42.682851,5.088325,2.265,339.18,338.52,under_way,0,0,normal
100000001,2025-10-02T09:48:00Z,42.683621,5.088089,2.295,334.09,337.12,under_way,0,0,normal
100000001,2025-10-02T09:49:00Z,42.683921,5.087786,2.775,338.96,337.77,under_way,0,0,normal
100000001,2025-10-02T09:50:00Z,42.684555,5.087705,2.215,339.6,335.62,under_way,0,0,normal
100000001,2025-10-02T09:51:00Z,42.68529,5.08747,2.634,336.53,338.62,under_way,0,0,normal
100000001,2025-10-02T09:52:00Z,42.685638,5.086304,2.611,335.33,334.08,under_way,0,0,normal
100000001,2025-10-02T09:53:00Z,42.686327,5.086819,1.974,333.19,335.51,under_way,0,0,normal
100000001,2025-10-02T09:54:00Z,42.68703,5.085549,2.596,336.08,336.74,under_way,0,0,normal
100000001,2025-10-02T09:55:00Z,42.687642,5.085777,2.618,337.13,338.91,under_way,0,0,normal
100000001,2025-10-02T09:56:00Z,42.688635,5.085258,1.915,338.74,334.12,under_way,0,0,normal
100000001,2025-10-02T09:57:00Z,42.688144,5.084791,1.793,334.87,336.91,under_way,0,0,normal
100000001,2025-10-02T09:58:00Z,42.689346,5.084573,2.227,340.94,336.09,under_way,0,0,normal
100000001,2025-10-02T09:59:00Z,42.689388,5.084153,2.313,336.46,337.33,under_way,0,0,normal
100000001,2025-10-02T10:00:00Z,42.690886,5.084275,2.984,339.14,335.03,under_way,0,0,normal
100000001,2025-10-02T10:01:00Z,42.691648,5.083792,2.724,341.88,341.59,under_way,0,0,normal
100000001,2025-10-02T10:02:00Z,42.692336,5.082846,3.048,338.1,343.74,under_way,0,0,normal
100000001,2025-10-02T10:03:00Z,42.693755,5.0831,3.357,338.06,337.16,under_way,0,0,normal
100000001,2025-10-02T10:04:00Z,42.693464,5.082204,3.501,335.9,338.14,under_way,0,0,normal
100000001,2025-10-02T10:05:00Z,42.695073,5.082086,3.041,336.95,334.6,under_way,0,0,normal
100000001,2025-10-02T10:06:00Z,42.69508,5.081545,3.475,334.94,337.82,under_way,0,0,normal
100000001,2025-10-02T10:07:00Z,42.696166,5.080609,3.497,337.36,332.99,under_way,0,0,normal
100000001,2025-10-02T10:08:00Z,42.696666,5.079938,3.04,330.63,337.73,under_way,0,0,normal
100000001,2025-10-02T10:09:00Z,42.698138,5.07952,2.929,335.17,331.25,under_way,0,0,normal
100000001,2025-10-02T10:10:00Z,42.698995,5.078873,2.929,332.29,340.52,under_way,0,0,normal
100000001,2025-10-02T10:11:00Z,42.699574,5.078379,3.024,333.25,335.4,under_way,0,0,normal
100000001,2025-10-02T10:12:00Z,42.700269,5.077943,2.683,335.09,335.33,under_way,0,0,normal
100000001,2025-10-02T10:13:00Z,42.701052,5.077622,3.072,331.07,333.13,under_way,0,0,normal
100000001,2025-10-02T10:14:00Z,42.701954,5.076981,3.363,332.54,331.42,under_way,0,0,normal
100000001,2025-10-02T10:15:00Z,42.703088,5.076418,3.896,333.35,329.51,under_way,0,0,normal
100000001,2025-10-02T10:16:00Z,42.703478,5.075359,3.926,331.4,331.57,under_way,0,0,normal
100000001,2025-10-02T10:17:00Z,42.704989,5.074995,3.779,332.44,331.03,under_way,0,0,normal
100000001,2025-10-02T10:18:00Z,42.705738,5.073894,4.046,331.04,328.68,under_way,0,0,normal
100000001,2025-10-02T10:19:00Z,42.706103,5.072995,3.95,334.95,330.04,under_way,0,0,normal
100000001,2025-10-02T10:20:00Z,42.7077,5.071762,4.75,332.2,333.36,under_way,0,0,normal
100000001,2025-10-02T10:21:00Z,42.709079,5.072068,4.544,339.0,341.34,under_way,0,0,normal
100000001,2025-10-02T10:22:00Z,42.70994,5.070755,4.322,335.77,332.09,under_way,0,0,normal
100000001,2025-10-02T10:23:00Z,42.710689,5.07038,4.609,337.46,340.53,under_way,0,0,normal
100000001,2025-10-02T10:24:00Z,42.711907,5.069867,4.536,335.2,338.26,under_way,0,0,normal
100000001,2025-10-02T10:25:00Z,42.713868,5.069475,4.346,338.95,339.48,under_way,0,0,normal
100000001,2025-10-02T10:26:00Z,42.714414,5.068406,4.898,336.54,334.28,under_way,0,0,normal
100000001,2025-10-02T10:27:00Z,42.716122,5.068058,4.422,338.34,342.25,under_way,0,0,normal
100000001,2025-10-02T10:28:00Z,42.716962,5.067671,4.142,340.3,340.83,under_way,0,0,normal
100000001,2025-10-02T10:29:00Z,42.717573,5.06722,4.964,341.43,343.48,under_way,0,0,normal
100000001,2025-10-02T10:30:00Z,42.71968,5.066605,4.52,341.16,340.89,under_way,0,0,normal
100000001,2025-10-02T10:31:00Z,42.720133,5.066231,4.084,341.34,341.51,under_way,0,0,normal
100000001,2025-10-02T10:32:00Z,42.721098,5.066154,4.279,339.92,343.76,under_way,0,0,normal
100000001,2025-10-02T10:33:00Z,42.722304,5.065187,3.905,341.08,340.09,under_way,0,0,normal
100000001,2025-10-02T10:34:00Z,42.723863,5.064344,4.069,344.95,345.32,under_way,0,0,normal
100000001,2025-10-02T10:35:00Z,42.724782,5.064221,4.458,344.51,344.72,under_way,0,0,normal
100000001,2025-10-02T10:36:00Z,42.726181,5.063329,3.84,342.34,340.11,under_way,0,0,normal
100000001,2025-10-02T10:37:00Z,42.727158,5.063443,4.304,343.13,342.53,under_way,0,0,normal
100000001,2025-10-02T10:38:00Z,42.728102,5.062878,4.052,343.88,342.29,under_way,0,0,normal
100000001,2025-10-02T10:39:00Z,42.729761,5.062683,4.579,344.42,340.71,under_way,0,0,normal
100000001,2025-10-02T10:40:00Z,42.730601,5.061838,4.412,343.91,342.18,under_way,0,0,normal
100000001,2025-10-02T10:41:00Z,42.731744,5.060948,4.439,344.42,340.29,under_way,0,0,normal
100000001,2025-10-02T10:42:00Z,42.732819,5.060669,4.182,342.76,343.24,under_way,0,0,normal
100000001,2025-10-02T10:43:00Z,42.734417,5.060677,3.91,338.86,345.64,under_way,0,0,normal
100000001,2025-10-02T10:44:00Z,42.734603,5.060109,4.266,342.15,333.5,under_way,0,0,normal
100000001,2025-10-02T10:45:00Z,42.736262,5.059518,4.139,343.88,336.28,under_way,0,0,normal
100000001,2025-10-02T10:46:00Z,42.737038,5.05894,3.953,343.16,345.81,under_way,0,0,normal
100000001,2025-10-02T10:47:00Z,42.7383,5.058398,4.228,340.44,348.6,under_way,0,0,normal
100000001,2025-10-02T10:48:00Z,42.739249,5.058319,4.145,343.29,349.54,under_way,0,0,normal
100000001,2025-10-02T10:49:00Z,42.740291,5.058174,4.109,339.39,340.79,under_way,0,0,normal
100000001,2025-10-02T10:50:00Z,42.7413,5.056729,4.007,341.01,342.92,under_way,0,0,normal
100000001,2025-10-02T10:51:00Z,42.742982,5.056376,3.959,340.36,333.82,under_way,0,0,normal
100000001,2025-10-02T10:52:00Z,42.743881,5.055975,4.158,343.32,338.65,under_way,0,0,normal
100000001,2025-10-02T10:53:00Z,42.744451,5.055154,3.68,345.56,337.55,under_way,0,0,normal
100000001,2025-10-02T10:54:00Z,42.746037,5.05523,3.992,341.22,342.01,under_way,0,0,normal
100000001,2025-10-02T10:55:00Z,42.747104,5.054729,4.394,343.78,341.33,under_way,0,0,normal
100000001,2025-10-02T10:56:00Z,42.748162,5.054433,4.166,343.23,343.49,under_way,0,0,normal
100000001,2025-10-02T10:57:00Z,42.748587,5.053898,4.292,348.11,347.83,under_way,0,0,normal
100000001,2025-10-02T10:58:00Z,42.749976,5.053072,4.323,347.33,343.48,under_way,0,0,normal
100000001,2025-10-02T10:59:00Z,42.751119,5.052811,4.0,343.44,348.74,under_way,0,0,normal
100000002,2025-10-02T08:00:00Z,42.966416,4.939778,8.859,52.5,50.42,under_way,0,0,normal
100000002,2025-10-02T08:01:00Z,42.967676,4.942476,9.788,58.62,65.81,under_way,0,0,normal
100000002,2025-10-02T08:02:00Z,42.969557,4.945278,9.379,56.23,56.68,under_way,0,0,normal
100000002,2025-10-02T08:03:00Z,42.970786,4.948916,9.231,56.73,57.51,under_way,0,0,normal
100000002,2025-10-02T08:04:00Z,42.972611,4.9516,8.98,60.31,58.05,under_way,0,0,normal
100000002,2025-10-02T08:05:00Z,42.973466,4.954694,9.795,59.48,51.85,under_way,0,0,normal
100000002,2025-10-02T08:06:00Z,42.975063,4.957232,9.039,54.0,51.59,under_way,0,0,normal
100000002,2025-10-02T08:07:00Z,42.976386,4.960645,9.491,54.65,44.65,under_way,0,0,normal
100000002,2025-10-02T08:08:00Z,42.978107,4.963298,9.121,53.9,52.42,under_way,0,0,normal
100000002,2025-10-02T08:09:00Z,42.979623,4.965459,9.395,53.51,54.06,under_way,0,0,normal
100000002,2025-10-02T08:10:00Z,42.981124,4.968246,8.926,52.02,49.62,under_way,0,0,normal
100000002,2025-10-02T08:11:00Z,42.982498,4.970565,8.947,51.98,44.05,under_way,0,0,normal
100000002,2025-10-02T08:12:00Z,42.984038,4.973978,8.751,51.27,48.59,under_way,0,0,normal
100000002,2025-10-02T08:13:00Z,42.985308,4.97636,8.841,46.11,50.14,under_way,0,0,normal
100000002,2025-10-02T08:14:00Z,42.987441,4.97958,9.25,47.23,44.14,under_way,0,0,normal
100000002,2025-10-02T08:15:00Z,42.988874,4.981332,9.482,50.69,45.01,under_way,0,0,normal
100000002,2025-10-02T08:16:00Z,42.991052,4.984225,9.368,53.16,42.32,under_way,0,0,normal
100000002,2025-10-02T08:17:00Z,42.992585,4.986394,9.53,45.7,53.09,under_way,0,0,normal
100000002,2025-10-02T08:18:00Z,42.994384,4.98968,9.583,44.84,47.92,under_way,0,0,normal
100000002,2025-10-02T08:19:00Z,42.995933,4.992176,10.132,44.04,43.8,under_way,0,0,normal
100000002,2025-10-02T08:20:00Z,42.9978,4.994854,9.782,47.64,48.6,under_way,0,0,normal
100000002,2025-10-02T08:21:00Z,43.000127,4.997436,10.302,46.03,46.88,under_way,0,0,normal
100000002,2025-10-02T08:22:00Z,43.002496,5.000319,9.884,44.26,50.37,under_way,0,0,normal
100000002,2025-10-02T08:23:00Z,43.004426,5.003271,10.352,43.49,40.86,under_way,0,0,normal
100000002,2025-10-02T08:24:00Z,43.006517,5.006373,10.522,45.32,44.93,under_way,0,0,normal
100000002,2025-10-02T08:25:00Z,43.007813,5.00903,10.153,45.37,45.55,under_way,0,0,normal
100000002,2025-10-02T08:26:00Z,43.010411,5.01105,10.262,49.2,41.29,under_way,0,0,normal
100000002,2025-10-02T08:27:00Z,43.012197,5.014382,10.287,48.33,46.69,under_way,0,0,normal
100000002,2025-10-02T08:28:00Z,43.013957,5.016751,10.369,46.92,47.49,under_way,0,0,normal
100000002,2025-10-02T08:29:00Z,43.01605,5.019915,10.397,45.71,46.25,under_way,0,0,normal
100000002,2025-10-02T08:30:00Z,43.017583,5.023028,10.047,48.84,48.96,under_way,0,0,normal
100000002,2025-10-02T08:31:00Z,43.019833,5.02552,10.656,44.2,42.96,under_way,0,0,normal
100000002,2025-10-02T08:32:00Z,43.021711,5.028477,10.314,50.34,50.53,under_way,0,0,normal
100000002,2025-10-02T08:33:00Z,43.023664,5.031808,9.656,50.64,48.62,under_way,0,0,normal
100000002,2025-10-02T08:34:00Z,43.025359,5.03472,10.461,52.4,56.44,under_way,0,0,normal
100000002,2025-10-02T08:35:00Z,43.027136,5.037145,10.712,49.81,44.57,under_way,0,0,normal
100000002,2025-10-02T08:36:00Z,43.028846,5.040446,10.066,47.8,53.04,under_way,0,0,normal
100000002,2025-10-02T08:37:00Z,43.030452,5.043329,9.87,51.03,46.75,under_way,0,0,normal
100000002,2025-10-02T08:38:00Z,43.032785,5.046642,9.559,49.5,45.72,under_way,0,0,normal
100000002,2025-10-02T08:39:00Z,43.034417,5.048928,10.397,49.59,50.1,under_way,0,0,normal
100000002,2025-10-02T08:40:00Z,43.035826,5.051579,10.186,49.61,40.0,under_way,0,0,normal
100000002,2025-10-02T08:41:00Z,43.03875,5.055223,10.186,46.52,43.26,under_way,0,0,normal
100000002,2025-10-02T08:42:00Z,43.040117,5.057834,10.089,46.7,44.24,under_way,0,0,normal
100000002,2025-10-02T08:43:00Z,43.042076,5.060633,10.389,46.98,51.7,under_way,0,0,normal
100000002,2025-10-02T08:44:00Z,43.043746,5.063453,10.246,45.45,45.65,under_way,0,0,normal
100000002,2025-10-02T08:45:00Z,43.046089,5.065798,10.289,43.61,46.38,under_way,0,0,normal
100000002,2025-10-02T08:46:00Z,43.047673,5.069049,10.287,43.18,51.5,under_way,0,0,normal
100000002,2025-10-02T08:47:00Z,43.049963,5.07169,10.197,41.59,47.12,under_way,0,0,normal
100000002,2025-10-02T08:48:00Z,43.051557,5.073987,9.473,45.59,47.74,under_way,0,0,normal
100000002,2025-10-02T08:49:00Z,43.053564,5.076813,9.446,46.1,52.66,under_way,0,0,normal
100000002,2025-10-02T08:50:00Z,43.055672,5.079725,9.906,46.83,42.34,under_way,0,0,normal
100000002,2025-10-02T08:51:00Z,43.057472,5.082404,10.085,46.05,45.22,under_way,0,0,normal
100000002,2025-10-02T08:52:00Z,43.059756,5.08523,10.64,48.06,45.29,under_way,0,0,normal
100000002,2025-10-02T08:53:00Z,43.061215,5.088195,10.847,49.53,42.4,under_way,0,0,normal
100000002,2025-10-02T08:54:00Z,43.063454,5.090701,10.447,42.5,36.76,under_way,0,0,normal
100000002,2025-10-02T08:55:00Z,43.066497,5.09331,9.968,41.55,43.98,under_way,0,0,normal
100000002,2025-10-02T08:56:00Z,43.068032,5.096248,11.556,37.88,41.58,under_way,0,0,normal
100000002,2025-10-02T08:57:00Z,43.07053,5.098944,11.032,41.27,42.43,under_way,0,0,normal
100000002,2025-10-02T08:58:00Z,43.073014,5.101838,10.466,44.61,39.44,under_way,0,0,normal
100000002,2025-10-02T08:59:00Z,43.074279,5.105524,11.075,42.03,44.64,under_way,0,0,normal
100000002,2025-10-02T09:00:00Z,43.077316,5.107383,10.805,41.98,42.8,under_way,0,0,normal
100000002,2025-10-02T09:01:00Z,43.079586,5.11027,11.02,42.26,35.39,under_way,0,0,normal
100000002,2025-10-02T09:02:00Z,43.0814,5.112639,11.01,43.59,44.16,under_way,0,0,normal
100000002,2025-10-02T09:03:00Z,43.083785,5.116092,11.443,44.26,45.83,under_way,0,0,normal
100000002,2025-10-02T09:04:00Z,43.086261,5.118658,11.309,41.99,44.19,under_way,0,0,normal
100000002,2025-10-02T09:05:00Z,43.088024,5.121889,11.328,40.91,41.77,under_way,0,0,normal
100000002,2025-10-02T09:06:00Z,43.090784,5.124371,11.676,40.1,36.63,under_way,0,0,normal
100000002,2025-10-02T09:07:00Z,43.093365,5.127533,11.508,38.85,30.45,under_way,0,0,normal
100000002,2025-10-02T09:08:00Z,43.095669,5.130225,11.397,41.62,47.04,under_way,0,0,normal
100000002,2025-10-02T09:09:00Z,43.09795,5.133231,11.265,41.46,50.53,under_way,0,0,normal
100000002,2025-10-02T09:10:00Z,43.099823,5.136681,11.21,44.0,42.82,under_way,0,0,normal
100000002,2025-10-02T09:11:00Z,43.102077,5.139274,10.897,43.53,40.45,under_way,0,0,normal
100000002,2025-10-02T09:12:00Z,43.104748,5.142396,11.462,45.13,45.43,under_way,0,0,normal
100000002,2025-10-02T09:13:00Z,43.107231,5.145606,11.518,44.62,41.17,under_way,0,0,normal
100000002,2025-10-02T09:14:00Z,43.109334,5.148546,11.272,40.84,39.7,under_way,0,0,normal
100000002,2025-10-02T09:15:00Z,43.111411,5.1506,11.27,39.65,31.12,under_way,0,0,normal
100000002,2025-10-02T09:16:00Z,43.114221,5.153482,11.874,40.17,41.55,under_way,0,0,normal
100000002,2025-10-02T09:17:00Z,43.116637,5.156261,11.236,40.47,37.52,under_way,0,0,normal
100000002,2025-10-02T09:18:00Z,43.119007,5.159413,11.564,37.07,38.36,under_way,0,0,normal
100000002,2025-10-02T09:19:00Z,43.121555,5.161654,10.909,37.91,40.54,under_way,0,0,normal
100000002,2025-10-02T09:20:00Z,43.12133,5.162459,0.683,65.47,37.32,anchored,0,1,loitering
100000002,2025-10-02T09:21:00Z,43.121759,5.162741,0.119,65.87,66.09,anchored,0,1,loitering
100000002,2025-10-02T09:22:00Z,43.121197,5.162187,0.43,110.56,68.1,anchored,0,1,loitering
